"Código do Produto","Código do Tipo","Código da Apresentação","Código do Sabor","Valor da Caixa"
"ZG.C01.0155-6","ZG","C01","0155-6",53.12
"ZG.C01.0156-5","ZG","C01","0156-5",55.84
"ZG.C01.0157-4","ZG","C01","0157-4",80.97
"ZG.C01.0158-3","ZG","C01","0158-3",53.66
"ZG.C01.0159-2","ZG","C01","0159-2",59.37
"ZG.C01.0160-1","ZG","C01","0160-1",46.61
"ZG.C01.0161-0","ZG","C01","0161-0",84.23
"ZG.C01.0162-8","ZG","C01","0162-8",125.02
"ZG.C01.0163-7","ZG","C01","0163-7",75.45
"ZG.C01.0164-6","ZG","C01","0164-6",126.35
"ZG.C01.0165-5","ZG","C01","0165-5",38.58
"ZG.C01.0166-4","ZG","C01","0166-4",78.70
"ZG.C01.0167-3","ZG","C01","0167-3",126.50
"ZG.C01.0168-2","ZG","C01","0168-2",65.11
"ZG.C01.0169-1","ZG","C01","0169-1",40.59
"ZG.C01.0170-0","ZG","C01","0170-0",114.15
"ZG.C01.0171-8","ZG","C01","0171-8",123.57
"ZG.C01.0172-7","ZG","C01","0172-7",128.50
"ZG.C01.0173-6","ZG","C01","0173-6",97.54
"ZG.C01.0174-5","ZG","C01","0174-5",77.99
"ZG.C01.0175-4","ZG","C01","0175-4",126.08
"ZG.C01.0176-3","ZG","C01","0176-3",38.05
"ZG.C01.0177-2","ZG","C01","0177-2",43.81
"ZG.C01.0178-1","ZG","C01","0178-1",36.69
"ZG.C01.0179-0","ZG","C01","0179-0",119.20
"ZG.C01.0180-8","ZG","C01","0180-8",49.93
"ZG.C01.0181-7","ZG","C01","0181-7",70.05
"ZG.C01.0182-6","ZG","C01","0182-6",110.14
"ZG.C01.0183-5","ZG","C01","0183-5",123.51
"ZG.C01.0184-4","ZG","C01","0184-4",104.12
"ZG.C01.0185-3","ZG","C01","0185-3",102.43
"ZG.C01.0186-2","ZG","C01","0186-2",48.93
"ZG.C01.0187-1","ZG","C01","0187-1",65.03
"ZG.C01.0188-0","ZG","C01","0188-0",68.32
"ZG.C01.0189-8","ZG","C01","0189-8",77.25
"ZG.C01.0190-7","ZG","C01","0190-7",97.94
"ZG.C01.0191-6","ZG","C01","0191-6",123.86
"ZG.C01.0192-5","ZG","C01","0192-5",61.69
"ZG.C01.0193-4","ZG","C01","0193-4",122.11
"ZG.C01.0194-3","ZG","C01","0194-3",113.36
"ZG.C01.0195-2","ZG","C01","0195-2",83.09
"ZG.C01.0196-1","ZG","C01","0196-1",73.94
"ZG.C01.0197-0","ZG","C01","0197-0",118.50
"ZG.C02.0001-7","ZG","C02","0001-7",124.94
"ZG.C02.0002-6","ZG","C02","0002-6",129.02
"ZG.C02.0003-5","ZG","C02","0003-5",44.46
"ZG.C02.0004-4","ZG","C02","0004-4",114.67
"ZG.C02.0005-3","ZG","C02","0005-3",68.74
"ZG.C02.0006-2","ZG","C02","0006-2",46.38
"ZG.C02.0007-1","ZG","C02","0007-1",99.77
"ZG.C02.0008-0","ZG","C02","0008-0",47.23
"ZG.C02.0009-8","ZG","C02","0009-8",47.92
"ZG.C02.0010-7","ZG","C02","0010-7",42.91
"ZG.C02.0011-6","ZG","C02","0011-6",42.29
"ZG.C02.0012-5","ZG","C02","0012-5",74.44
"ZG.C02.0013-4","ZG","C02","0013-4",63.08
"ZG.C02.0014-3","ZG","C02","0014-3",120.82
"ZG.C02.0015-2","ZG","C02","0015-2",87.32
"ZG.C02.0016-1","ZG","C02","0016-1",52.41
"ZG.C02.0017-0","ZG","C02","0017-0",117.47
"ZG.C02.0018-8","ZG","C02","0018-8",109.22
"ZG.C02.0019-7","ZG","C02","0019-7",49.43
"ZG.C02.0020-6","ZG","C02","0020-6",69.11
"ZG.C02.0021-5","ZG","C02","0021-5",71.46
"ZG.C02.0022-4","ZG","C02","0022-4",56.97
"ZG.C02.0023-3","ZG","C02","0023-3",69.47
"ZG.C02.0024-2","ZG","C02","0024-2",93.00
"ZG.C02.0025-1","ZG","C02","0025-1",66.16
"ZG.C02.0026-0","ZG","C02","0026-0",110.09
"ZG.C02.0027-8","ZG","C02","0027-8",82.80
"ZG.C02.0028-7","ZG","C02","0028-7",121.90
"ZG.C02.0029-6","ZG","C02","0029-6",44.86
"ZG.C02.0030-5","ZG","C02","0030-5",64.11
"ZG.C02.0031-4","ZG","C02","0031-4",78.69
"ZG.C02.0032-3","ZG","C02","0032-3",72.25
"ZG.C02.0033-2","ZG","C02","0033-2",70.48
"ZG.C02.0034-1","ZG","C02","0034-1",86.45
"ZG.C02.0035-0","ZG","C02","0035-0",82.41
"ZG.C02.0036-8","ZG","C02","0036-8",94.71
"ZG.C02.0037-7","ZG","C02","0037-7",119.59
"ZG.C02.0038-6","ZG","C02","0038-6",105.90
"ZG.C02.0039-5","ZG","C02","0039-5",105.76
"ZG.C02.0040-4","ZG","C02","0040-4",35.94
"ZG.C02.0041-3","ZG","C02","0041-3",63.75
"ZG.C02.0042-2","ZG","C02","0042-2",37.01
"ZG.C02.0043-1","ZG","C02","0043-1",59.01
"ZG.C02.0044-0","ZG","C02","0044-0",91.24
"ZG.C02.0045-8","ZG","C02","0045-8",97.30
"ZG.C02.0046-7","ZG","C02","0046-7",62.90
"ZG.C02.0047-6","ZG","C02","0047-6",121.66
"ZG.C02.0048-5","ZG","C02","0048-5",109.42
"ZG.C02.0049-4","ZG","C02","0049-4",87.08
"ZG.C02.0050-3","ZG","C02","0050-3",91.49
"ZG.C02.0051-2","ZG","C02","0051-2",91.81
"ZG.C02.0052-1","ZG","C02","0052-1",105.35
"ZG.C02.0053-0","ZG","C02","0053-0",80.14
"ZG.C02.0054-8","ZG","C02","0054-8",119.45
"ZG.C02.0055-7","ZG","C02","0055-7",42.31
"ZG.C02.0056-6","ZG","C02","0056-6",108.09
"ZG.C02.0057-5","ZG","C02","0057-5",109.41
"ZG.C02.0058-4","ZG","C02","0058-4",124.50
"ZG.C02.0059-3","ZG","C02","0059-3",103.27
"ZG.C02.0060-2","ZG","C02","0060-2",111.91
"ZG.C02.0061-1","ZG","C02","0061-1",95.55
"ZG.C02.0062-0","ZG","C02","0062-0",91.65
"ZG.C02.0063-8","ZG","C02","0063-8",124.68
"ZG.C02.0064-7","ZG","C02","0064-7",73.88
"ZG.C02.0065-6","ZG","C02","0065-6",69.47
"ZG.C02.0066-5","ZG","C02","0066-5",44.89
"ZG.C02.0067-4","ZG","C02","0067-4",35.07
"ZG.C02.0068-3","ZG","C02","0068-3",38.25
"ZG.C02.0069-2","ZG","C02","0069-2",90.65
"ZG.C02.0070-1","ZG","C02","0070-1",37.84
"ZG.C02.0071-0","ZG","C02","0071-0",69.95
"ZG.C02.0072-8","ZG","C02","0072-8",71.35
"ZG.C02.0073-7","ZG","C02","0073-7",42.10
"ZG.C02.0074-6","ZG","C02","0074-6",38.35
"ZG.C02.0075-5","ZG","C02","0075-5",92.57
"ZG.C02.0076-4","ZG","C02","0076-4",64.24
"ZG.C02.0077-3","ZG","C02","0077-3",126.04
"ZG.C02.0078-2","ZG","C02","0078-2",70.93
"ZG.C02.0079-1","ZG","C02","0079-1",103.90
"ZG.C02.0080-0","ZG","C02","0080-0",94.32
"ZG.C02.0081-8","ZG","C02","0081-8",72.56
"ZG.C02.0082-7","ZG","C02","0082-7",81.63
"ZG.C02.0083-6","ZG","C02","0083-6",92.00
"ZG.C02.0084-5","ZG","C02","0084-5",60.99
"ZG.C02.0085-4","ZG","C02","0085-4",51.43
"ZG.C02.0086-3","ZG","C02","0086-3",47.78
"ZG.C02.0087-2","ZG","C02","0087-2",111.18
"ZG.C02.0088-1","ZG","C02","0088-1",84.77
"ZG.C02.0089-0","ZG","C02","0089-0",57.78
"ZG.C02.0090-8","ZG","C02","0090-8",105.55
"ZG.C02.0091-7","ZG","C02","0091-7",38.89
"ZG.C02.0092-6","ZG","C02","0092-6",78.63
"ZG.C02.0093-5","ZG","C02","0093-5",49.72
"ZG.C02.0094-4","ZG","C02","0094-4",38.00
"ZG.C02.0095-3","ZG","C02","0095-3",55.26
"ZG.C02.0096-2","ZG","C02","0096-2",119.39
"ZG.C02.0097-1","ZG","C02","0097-1",97.91
"ZG.C02.0098-0","ZG","C02","0098-0",115.43
"ZG.C02.0099-8","ZG","C02","0099-8",64.05
"ZG.C02.0100-7","ZG","C02","0100-7",96.95
"ZG.C02.0101-6","ZG","C02","0101-6",85.43
"ZG.C02.0102-5","ZG","C02","0102-5",36.70
"ZG.C02.0103-4","ZG","C02","0103-4",40.50
"ZG.C02.0104-3","ZG","C02","0104-3",117.25
"ZG.C02.0105-2","ZG","C02","0105-2",77.01
"ZG.C02.0106-1","ZG","C02","0106-1",125.63
"ZG.C02.0107-0","ZG","C02","0107-0",101.15
"ZG.C02.0108-8","ZG","C02","0108-8",50.52
"ZG.C02.0109-7","ZG","C02","0109-7",102.50
"ZG.C02.0110-6","ZG","C02","0110-6",107.26
"ZG.C02.0111-5","ZG","C02","0111-5",120.59
"ZG.C02.0112-4","ZG","C02","0112-4",113.76
"ZG.C02.0113-3","ZG","C02","0113-3",95.36
"ZG.C02.0114-2","ZG","C02","0114-2",53.30
"ZG.C02.0115-1","ZG","C02","0115-1",110.04
"ZG.C02.0116-0","ZG","C02","0116-0",75.36
"ZG.C02.0117-8","ZG","C02","0117-8",47.03
"ZG.C02.0118-7","ZG","C02","0118-7",111.84
"ZG.C02.0119-6","ZG","C02","0119-6",101.58
"ZG.C02.0120-5","ZG","C02","0120-5",110.41
"ZG.C02.0121-4","ZG","C02","0121-4",101.98
"ZG.C02.0122-3","ZG","C02","0122-3",100.55
"ZG.C02.0123-2","ZG","C02","0123-2",106.01
"ZG.C02.0124-1","ZG","C02","0124-1",110.43
"ZG.C02.0125-0","ZG","C02","0125-0",115.18
"ZG.C02.0126-8","ZG","C02","0126-8",44.23
"ZG.C02.0127-7","ZG","C02","0127-7",56.65
"ZG.C02.0128-6","ZG","C02","0128-6",43.80
"ZG.C02.0129-5","ZG","C02","0129-5",46.88
"ZG.C02.0130-4","ZG","C02","0130-4",88.78
"ZG.C02.0131-3","ZG","C02","0131-3",86.79
"ZG.C02.0132-2","ZG","C02","0132-2",105.42
"ZG.C02.0133-1","ZG","C02","0133-1",56.59
"ZG.C02.0134-0","ZG","C02","0134-0",87.27
"ZG.C02.0135-8","ZG","C02","0135-8",98.99
"ZG.C02.0136-7","ZG","C02","0136-7",128.19
"ZG.C02.0137-6","ZG","C02","0137-6",60.67
"ZG.C02.0138-5","ZG","C02","0138-5",52.34
"ZG.C02.0139-4","ZG","C02","0139-4",54.34
"ZG.C02.0140-3","ZG","C02","0140-3",47.60
"ZG.C02.0141-2","ZG","C02","0141-2",118.89
"ZG.C02.0142-1","ZG","C02","0142-1",129.29
"ZG.C02.0143-0","ZG","C02","0143-0",41.94
"ZG.C02.0144-8","ZG","C02","0144-8",118.52
"ZG.C02.0145-7","ZG","C02","0145-7",114.42
"ZG.C02.0146-6","ZG","C02","0146-6",69.08
"ZG.C02.0147-5","ZG","C02","0147-5",113.34
"ZG.C02.0148-4","ZG","C02","0148-4",76.68
"ZG.C02.0149-3","ZG","C02","0149-3",100.02
"ZG.C02.0150-2","ZG","C02","0150-2",35.91
"ZG.C02.0151-1","ZG","C02","0151-1",72.80
"ZG.C02.0152-0","ZG","C02","0152-0",87.03
"ZG.C02.0153-8","ZG","C02","0153-8",104.58
"ZG.C02.0154-7","ZG","C02","0154-7",125.09
"ZG.C02.0155-6","ZG","C02","0155-6",53.44
"ZG.C02.0156-5","ZG","C02","0156-5",56.18
"ZG.C02.0157-4","ZG","C02","0157-4",81.46
"ZG.C02.0158-3","ZG","C02","0158-3",53.98
"ZG.C02.0159-2","ZG","C02","0159-2",59.73
"ZG.C02.0160-1","ZG","C02","0160-1",46.89
"ZG.C02.0161-0","ZG","C02","0161-0",84.74
"ZG.C02.0162-8","ZG","C02","0162-8",125.77
"ZG.C02.0163-7","ZG","C02","0163-7",75.91
"ZG.C02.0164-6","ZG","C02","0164-6",127.11
"ZG.C02.0165-5","ZG","C02","0165-5",38.81
"ZG.C02.0166-4","ZG","C02","0166-4",79.18
"ZG.C02.0167-3","ZG","C02","0167-3",127.26
"ZG.C02.0168-2","ZG","C02","0168-2",65.50
"ZG.C02.0169-1","ZG","C02","0169-1",40.84
"ZG.C02.0170-0","ZG","C02","0170-0",114.84
"ZG.C02.0171-8","ZG","C02","0171-8",124.32
"ZG.C02.0172-7","ZG","C02","0172-7",129.28
"ZG.C02.0173-6","ZG","C02","0173-6",98.13
"ZG.C02.0174-5","ZG","C02","0174-5",78.46
"ZG.C02.0175-4","ZG","C02","0175-4",126.84
"ZG.C02.0176-3","ZG","C02","0176-3",38.28
"ZG.C02.0177-2","ZG","C02","0177-2",44.07
"ZG.C02.0178-1","ZG","C02","0178-1",36.91
"ZG.C02.0179-0","ZG","C02","0179-0",119.92
"ZG.C02.0180-8","ZG","C02","0180-8",50.23
"ZG.C02.0181-7","ZG","C02","0181-7",70.47
"ZG.C02.0182-6","ZG","C02","0182-6",110.80
"ZG.C02.0183-5","ZG","C02","0183-5",124.26
"ZG.C02.0184-4","ZG","C02","0184-4",104.75
"ZG.C02.0185-3","ZG","C02","0185-3",103.05
"ZG.C02.0186-2","ZG","C02","0186-2",49.23
"ZG.C02.0187-1","ZG","C02","0187-1",65.42
"ZG.C02.0188-0","ZG","C02","0188-0",68.73
"ZG.C02.0189-8","ZG","C02","0189-8",77.72
"ZG.C02.0190-7","ZG","C02","0190-7",98.53
"ZG.C02.0191-6","ZG","C02","0191-6",124.61
"ZG.C02.0192-5","ZG","C02","0192-5",62.06
"ZG.C02.0193-4","ZG","C02","0193-4",122.85
"ZG.C02.0194-3","ZG","C02","0194-3",114.04
"ZG.C02.0195-2","ZG","C02","0195-2",83.59
"ZG.C02.0196-1","ZG","C02","0196-1",74.39
"ZG.C02.0197-0","ZG","C02","0197-0",119.22
"ZG.C03.0001-7","ZG","C03","0001-7",123.69
"ZG.C03.0002-6","ZG","C03","0002-6",127.73
"ZG.C03.0003-5","ZG","C03","0003-5",44.02
"ZG.C03.0004-4","ZG","C03","0004-4",113.52
"ZG.C03.0005-3","ZG","C03","0005-3",68.05
"ZG.C03.0006-2","ZG","C03","0006-2",45.92
"ZG.C03.0007-1","ZG","C03","0007-1",98.77
"ZG.C03.0008-0","ZG","C03","0008-0",46.76
"ZG.C03.0009-8","ZG","C03","0009-8",47.44
"ZG.C03.0010-7","ZG","C03","0010-7",42.48
"ZG.C03.0011-6","ZG","C03","0011-6",41.87
"ZG.C03.0012-5","ZG","C03","0012-5",73.70
"ZG.C03.0013-4","ZG","C03","0013-4",62.45
"ZG.C03.0014-3","ZG","C03","0014-3",119.61
"ZG.C03.0015-2","ZG","C03","0015-2",86.45
"ZG.C03.0016-1","ZG","C03","0016-1",51.89
"ZG.C03.0017-0","ZG","C03","0017-0",116.30
"ZG.C03.0018-8","ZG","C03","0018-8",108.13
"ZG.C03.0019-7","ZG","C03","0019-7",48.94
"ZG.C03.0020-6","ZG","C03","0020-6",68.42
"ZG.C03.0021-5","ZG","C03","0021-5",70.75
"ZG.C03.0022-4","ZG","C03","0022-4",56.40
"ZG.C03.0023-3","ZG","C03","0023-3",68.78
"ZG.C03.0024-2","ZG","C03","0024-2",92.07
"ZG.C03.0025-1","ZG","C03","0025-1",65.50
"ZG.C03.0026-0","ZG","C03","0026-0",108.99
"ZG.C03.0027-8","ZG","C03","0027-8",81.97
"ZG.C03.0028-7","ZG","C03","0028-7",120.68
"ZG.C03.0029-6","ZG","C03","0029-6",44.41
"ZG.C03.0030-5","ZG","C03","0030-5",63.47
"ZG.C03.0031-4","ZG","C03","0031-4",77.90
"ZG.C03.0032-3","ZG","C03","0032-3",71.53
"ZG.C03.0033-2","ZG","C03","0033-2",69.78
"ZG.C03.0034-1","ZG","C03","0034-1",85.59
"ZG.C03.0035-0","ZG","C03","0035-0",81.59
"ZG.C03.0036-8","ZG","C03","0036-8",93.76
"ZG.C03.0037-7","ZG","C03","0037-7",118.39
"ZG.C03.0038-6","ZG","C03","0038-6",104.84
"ZG.C03.0039-5","ZG","C03","0039-5",104.70
"ZG.C03.0040-4","ZG","C03","0040-4",35.58
"ZG.C03.0041-3","ZG","C03","0041-3",63.11
"ZG.C03.0042-2","ZG","C03","0042-2",36.64
"ZG.C03.0043-1","ZG","C03","0043-1",58.42
"ZG.C03.0044-0","ZG","C03","0044-0",90.33
"ZG.C03.0045-8","ZG","C03","0045-8",96.33
"ZG.C03.0046-7","ZG","C03","0046-7",62.27
"ZG.C03.0047-6","ZG","C03","0047-6",120.44
"ZG.C03.0048-5","ZG","C03","0048-5",108.33
"ZG.C03.0049-4","ZG","C03","0049-4",86.21
"ZG.C03.0050-3","ZG","C03","0050-3",90.58
"ZG.C03.0051-2","ZG","C03","0051-2",90.89
"ZG.C03.0052-1","ZG","C03","0052-1",104.30
"ZG.C03.0053-0","ZG","C03","0053-0",79.34
"ZG.C03.0054-8","ZG","C03","0054-8",118.26
"ZG.C03.0055-7","ZG","C03","0055-7",41.89
"ZG.C03.0056-6","ZG","C03","0056-6",107.01
"ZG.C03.0057-5","ZG","C03","0057-5",108.32
"ZG.C03.0058-4","ZG","C03","0058-4",123.26
"ZG.C03.0059-3","ZG","C03","0059-3",102.24
"ZG.C03.0060-2","ZG","C03","0060-2",110.79
"ZG.C03.0061-1","ZG","C03","0061-1",94.59
"ZG.C03.0062-0","ZG","C03","0062-0",90.73
"ZG.C03.0063-8","ZG","C03","0063-8",123.43
"ZG.C03.0064-7","ZG","C03","0064-7",73.14
"ZG.C03.0065-6","ZG","C03","0065-6",68.78
"ZG.C03.0066-5","ZG","C03","0066-5",44.44
"ZG.C03.0067-4","ZG","C03","0067-4",34.72
"ZG.C03.0068-3","ZG","C03","0068-3",37.87
"ZG.C03.0069-2","ZG","C03","0069-2",89.74
"ZG.C03.0070-1","ZG","C03","0070-1",37.46
"ZG.C03.0071-0","ZG","C03","0071-0",69.25
"ZG.C03.0072-8","ZG","C03","0072-8",70.64
"ZG.C03.0073-7","ZG","C03","0073-7",41.68
"ZG.C03.0074-6","ZG","C03","0074-6",37.97
"ZG.C03.0075-5","ZG","C03","0075-5",91.64
"ZG.C03.0076-4","ZG","C03","0076-4",63.60
"ZG.C03.0077-3","ZG","C03","0077-3",124.78
"ZG.C03.0078-2","ZG","C03","0078-2",70.22
"ZG.C03.0079-1","ZG","C03","0079-1",102.86
"ZG.C03.0080-0","ZG","C03","0080-0",93.38
"ZG.C03.0081-8","ZG","C03","0081-8",71.83
"ZG.C03.0082-7","ZG","C03","0082-7",80.81
"ZG.C03.0083-6","ZG","C03","0083-6",91.08
"ZG.C03.0084-5","ZG","C03","0084-5",60.38
"ZG.C03.0085-4","ZG","C03","0085-4",50.92
"ZG.C03.0086-3","ZG","C03","0086-3",47.30
"ZG.C03.0087-2","ZG","C03","0087-2",110.07
"ZG.C03.0088-1","ZG","C03","0088-1",83.92
"ZG.C03.0089-0","ZG","C03","0089-0",57.20
"ZG.C03.0090-8","ZG","C03","0090-8",104.49
"ZG.C03.0091-7","ZG","C03","0091-7",38.50
"ZG.C03.0092-6","ZG","C03","0092-6",77.84
"ZG.C03.0093-5","ZG","C03","0093-5",49.22
"ZG.C03.0094-4","ZG","C03","0094-4",37.62
"ZG.C03.0095-3","ZG","C03","0095-3",54.71
"ZG.C03.0096-2","ZG","C03","0096-2",118.20
"ZG.C03.0097-1","ZG","C03","0097-1",96.93
"ZG.C03.0098-0","ZG","C03","0098-0",114.28
"ZG.C03.0099-8","ZG","C03","0099-8",63.41
"ZG.C03.0100-7","ZG","C03","0100-7",95.98
"ZG.C03.0101-6","ZG","C03","0101-6",84.58
"ZG.C03.0102-5","ZG","C03","0102-5",36.33
"ZG.C03.0103-4","ZG","C03","0103-4",40.10
"ZG.C03.0104-3","ZG","C03","0104-3",116.08
"ZG.C03.0105-2","ZG","C03","0105-2",76.24
"ZG.C03.0106-1","ZG","C03","0106-1",124.37
"ZG.C03.0107-0","ZG","C03","0107-0",100.14
"ZG.C03.0108-8","ZG","C03","0108-8",50.01
"ZG.C03.0109-7","ZG","C03","0109-7",101.48
"ZG.C03.0110-6","ZG","C03","0110-6",106.19
"ZG.C03.0111-5","ZG","C03","0111-5",119.38
"ZG.C03.0112-4","ZG","C03","0112-4",112.62
"ZG.C03.0113-3","ZG","C03","0113-3",94.41
"ZG.C03.0114-2","ZG","C03","0114-2",52.77
"ZG.C03.0115-1","ZG","C03","0115-1",108.94
"ZG.C03.0116-0","ZG","C03","0116-0",74.61
"ZG.C03.0117-8","ZG","C03","0117-8",46.56
"ZG.C03.0118-7","ZG","C03","0118-7",110.72
"ZG.C03.0119-6","ZG","C03","0119-6",100.56
"ZG.C03.0120-5","ZG","C03","0120-5",109.31
"ZG.C03.0121-4","ZG","C03","0121-4",100.96
"ZG.C03.0122-3","ZG","C03","0122-3",99.54
"ZG.C03.0123-2","ZG","C03","0123-2",104.95
"ZG.C03.0124-1","ZG","C03","0124-1",109.33
"ZG.C03.0125-0","ZG","C03","0125-0",114.03
"ZG.C03.0126-8","ZG","C03","0126-8",43.79
"ZG.C03.0127-7","ZG","C03","0127-7",56.08
"ZG.C03.0128-6","ZG","C03","0128-6",43.36
"ZG.C03.0129-5","ZG","C03","0129-5",46.41
"ZG.C03.0130-4","ZG","C03","0130-4",87.89
"ZG.C03.0131-3","ZG","C03","0131-3",85.92
"ZG.C03.0132-2","ZG","C03","0132-2",104.37
"ZG.C03.0133-1","ZG","C03","0133-1",56.02
"ZG.C03.0134-0","ZG","C03","0134-0",86.40
"ZG.C03.0135-8","ZG","C03","0135-8",98.00
"ZG.C03.0136-7","ZG","C03","0136-7",126.91
"ZG.C03.0137-6","ZG","C03","0137-6",60.06
"ZG.C03.0138-5","ZG","C03","0138-5",51.82
"ZG.C03.0139-4","ZG","C03","0139-4",53.80
"ZG.C03.0140-3","ZG","C03","0140-3",47.12
"ZG.C03.0141-2","ZG","C03","0141-2",117.70
"ZG.C03.0142-1","ZG","C03","0142-1",128.00
"ZG.C03.0143-0","ZG","C03","0143-0",41.52
"ZG.C03.0144-8","ZG","C03","0144-8",117.33
"ZG.C03.0145-7","ZG","C03","0145-7",113.28
"ZG.C03.0146-6","ZG","C03","0146-6",68.39
"ZG.C03.0147-5","ZG","C03","0147-5",112.21
"ZG.C03.0148-4","ZG","C03","0148-4",75.91
"ZG.C03.0149-3","ZG","C03","0149-3",99.02
"ZG.C03.0150-2","ZG","C03","0150-2",35.55
"ZG.C03.0151-1","ZG","C03","0151-1",72.07
"ZG.C03.0152-0","ZG","C03","0152-0",86.16
"ZG.C03.0153-8","ZG","C03","0153-8",103.53
"ZG.C03.0154-7","ZG","C03","0154-7",123.84
"ZG.C03.0155-6","ZG","C03","0155-6",52.91
"ZG.C03.0156-5","ZG","C03","0156-5",55.62
"ZG.C03.0157-4","ZG","C03","0157-4",80.65
"ZG.C03.0158-3","ZG","C03","0158-3",53.44
"ZG.C03.0159-2","ZG","C03","0159-2",59.13
"ZG.C03.0160-1","ZG","C03","0160-1",46.42
"ZG.C03.0161-0","ZG","C03","0161-0",83.89
"ZG.C03.0162-8","ZG","C03","0162-8",124.51
"ZG.C03.0163-7","ZG","C03","0163-7",75.15
"ZG.C03.0164-6","ZG","C03","0164-6",125.84
"ZG.C03.0165-5","ZG","C03","0165-5",38.42
"ZG.C03.0166-4","ZG","C03","0166-4",78.39
"ZG.C03.0167-3","ZG","C03","0167-3",125.99
"ZG.C03.0168-2","ZG","C03","0168-2",64.84
"ZG.C03.0169-1","ZG","C03","0169-1",40.43
"ZG.C03.0170-0","ZG","C03","0170-0",113.69
"ZG.C03.0171-8","ZG","C03","0171-8",123.08
"ZG.C03.0172-7","ZG","C03","0172-7",127.99
"ZG.C03.0173-6","ZG","C03","0173-6",97.15
"ZG.C03.0174-5","ZG","C03","0174-5",77.68
"ZG.C03.0175-4","ZG","C03","0175-4",125.57
"ZG.C03.0176-3","ZG","C03","0176-3",37.90
"ZG.C03.0177-2","ZG","C03","0177-2",43.63
"ZG.C03.0178-1","ZG","C03","0178-1",36.54
"ZG.C03.0179-0","ZG","C03","0179-0",118.72
"ZG.C03.0180-8","ZG","C03","0180-8",49.73
"ZG.C03.0181-7","ZG","C03","0181-7",69.77
"ZG.C03.0182-6","ZG","C03","0182-6",109.69
"ZG.C03.0183-5","ZG","C03","0183-5",123.02
"ZG.C03.0184-4","ZG","C03","0184-4",103.70
"ZG.C03.0185-3","ZG","C03","0185-3",102.02
"ZG.C03.0186-2","ZG","C03","0186-2",48.74
"ZG.C03.0187-1","ZG","C03","0187-1",64.77
"ZG.C03.0188-0","ZG","C03","0188-0",68.04
"ZG.C03.0189-8","ZG","C03","0189-8",76.94
"ZG.C03.0190-7","ZG","C03","0190-7",97.54
"ZG.C03.0191-6","ZG","C03","0191-6",123.36
"ZG.C03.0192-5","ZG","C03","0192-5",61.44
"ZG.C03.0193-4","ZG","C03","0193-4",121.62
"ZG.C03.0194-3","ZG","C03","0194-3",112.90
"ZG.C03.0195-2","ZG","C03","0195-2",82.75
"ZG.C03.0196-1","ZG","C03","0196-1",73.65
"ZG.C03.0197-0","ZG","C03","0197-0",118.03
"ZG.C04.0001-7","ZG","C04","0001-7",123.69
"ZG.C04.0002-6","ZG","C04","0002-6",127.73
"ZG.C04.0003-5","ZG","C04","0003-5",44.02
"ZG.C04.0004-4","ZG","C04","0004-4",113.52
"ZG.C04.0005-3","ZG","C04","0005-3",68.05
"ZG.C04.0006-2","ZG","C04","0006-2",45.92
"ZG.C04.0007-1","ZG","C04","0007-1",98.77
"ZG.C04.0008-0","ZG","C04","0008-0",46.76
"ZG.C04.0009-8","ZG","C04","0009-8",47.44
"ZG.C04.0010-7","ZG","C04","0010-7",42.48
"ZG.C04.0011-6","ZG","C04","0011-6",41.87
"ZG.C04.0012-5","ZG","C04","0012-5",73.70
"ZG.C04.0013-4","ZG","C04","0013-4",62.45
"ZG.C04.0014-3","ZG","C04","0014-3",119.61
"ZG.C04.0015-2","ZG","C04","0015-2",86.45
"ZG.C04.0016-1","ZG","C04","0016-1",51.89
"ZG.C04.0017-0","ZG","C04","0017-0",116.30
"ZG.C04.0018-8","ZG","C04","0018-8",108.13
"ZG.C04.0019-7","ZG","C04","0019-7",48.94
"ZG.C04.0020-6","ZG","C04","0020-6",68.42
"ZG.C04.0021-5","ZG","C04","0021-5",70.75
"ZG.C04.0022-4","ZG","C04","0022-4",56.40
"ZG.C04.0023-3","ZG","C04","0023-3",68.78
"ZG.C04.0024-2","ZG","C04","0024-2",92.07
"ZG.C04.0025-1","ZG","C04","0025-1",65.50
"ZG.C04.0026-0","ZG","C04","0026-0",108.99
"ZG.C04.0027-8","ZG","C04","0027-8",81.97
"ZG.C04.0028-7","ZG","C04","0028-7",120.68
"ZG.C04.0029-6","ZG","C04","0029-6",44.41
"ZG.C04.0030-5","ZG","C04","0030-5",63.47
"ZG.C04.0031-4","ZG","C04","0031-4",77.90
"ZG.C04.0032-3","ZG","C04","0032-3",71.53
"ZG.C04.0033-2","ZG","C04","0033-2",69.78
"ZG.C04.0034-1","ZG","C04","0034-1",85.59
"ZG.C04.0035-0","ZG","C04","0035-0",81.59
"ZG.C04.0036-8","ZG","C04","0036-8",93.76
"ZG.C04.0037-7","ZG","C04","0037-7",118.39
"ZG.C04.0038-6","ZG","C04","0038-6",104.84
"ZG.C04.0039-5","ZG","C04","0039-5",104.70
"ZG.C04.0040-4","ZG","C04","0040-4",35.58
"ZG.C04.0041-3","ZG","C04","0041-3",63.11
"ZG.C04.0042-2","ZG","C04","0042-2",36.64
"ZG.C04.0043-1","ZG","C04","0043-1",58.42
"ZG.C04.0044-0","ZG","C04","0044-0",90.33
