"Número da Nota Fiscal","Código do Vendedor","Data da Venda","Código do Cliente","Código IBGE","Código da Forma de Pagamento"
"033389","V1210",07/27/2018,"6719","2110237","4"
"033390","V1150",07/27/2018,"4040","2601300","2"
"033391","V1150",07/27/2018,"8803","2103174","1"
"033392","V1190",07/27/2018,"5604","3302502","4"
"033393","V1280",07/27/2018,"4642","3121803","2"
"033394","V1220",07/27/2018,"3589","5102702","1"
"033395","V1230",07/27/2018,"5604","5215801","3"
"033396","V1060",07/27/2018,"4642","4123709","2"
"033397","V1270",07/27/2018,"8573","1600550","2"
"033398","V1250",07/27/2018,"5956","1703602","1"
"033399","V1230",07/27/2018,"1229","4307708","4"
"033400","V1050",07/27/2018,"6162","2111953","3"
"033401","V1160",07/27/2018,"5956","4120200","4"
"033402","V1080",07/27/2018,"6719","4305603","2"
"033403","V1080",07/27/2018,"6938","2509370","3"
"033404","V1150",07/27/2018,"4964","2908507","2"
"033405","V1200",07/27/2018,"4980","3127354","1"
"033406","V1290",07/27/2018,"8573","2922201","2"
"033407","V1060",07/27/2018,"3081","2202059","2"
"033408","V1140",07/27/2018,"2341","2928802","4"
"033409","V1150",07/27/2018,"9559","2924603","4"
"033410","V1200",07/27/2018,"8465","3556503","2"
"033411","V1260",07/28/2018,"1229","4213708","4"
"033412","V1170",07/28/2018,"8961","3554904","1"
"033413","V1160",07/28/2018,"3794","2100956","1"
"033414","V1110",07/28/2018,"2046","3552106","3"
"033415","V1230",07/28/2018,"3081","4204558","1"
"033416","V1270",07/28/2018,"9232","4316006","4"
"033417","V1190",07/28/2018,"3589","2931103","4"
"033418","V1190",07/28/2018,"4040","2209807","2"
"033419","V1060",07/28/2018,"1424","2408201","3"
"033420","V1180",07/28/2018,"5956","3506003","1"
"033421","V1240",07/28/2018,"4964","3520905","4"
"033422","V1020",07/28/2018,"9559","5106224","4"
"033423","V1280",07/28/2018,"4642","1702554","3"
"033424","V1220",07/28/2018,"6938","2906600","1"
"033425","V1300",07/28/2018,"3081","2208858","2"
"033426","V1130",07/28/2018,"1229","3119104","3"
"033427","V1220",07/28/2018,"3081","3552908","4"
"033428","V1070",07/28/2018,"8961","3538709","3"
"033429","V1280",07/28/2018,"6938","3302106","1"
"033430","V1060",07/28/2018,"8803","3203007","3"
"033431","V1270",07/28/2018,"6162","2705002","4"
"033432","V1150",07/28/2018,"4642","1507755","2"
"033433","V1290",07/28/2018,"9559","4201257","2"
"033434","V1040",07/28/2018,"6162","4319307","1"
"033435","V1300",07/28/2018,"6162","1716109","4"
"033436","V1190",07/28/2018,"5835","2508505","2"
"033437","V1230",07/28/2018,"1229","2804409","1"
"033438","V1030",07/28/2018,"5604","4301909","3"
"033439","V1240",07/28/2018,"4040","2202075","2"
"033440","V1100",07/28/2018,"2341","3536570","1"
"033441","V1010",07/28/2018,"3081","4115457","2"
"033442","V1250",07/28/2018,"9232","5215256","2"
"033443","V1060",07/28/2018,"8465","5203203","1"
"033444","V1040",07/28/2018,"8465","5211909","1"
"033445","V1130",07/28/2018,"8803","3508405","4"
"033446","V1220",07/28/2018,"4964","5221452","3"
"033447","V1050",07/28/2018,"2341","2411700","4"
"033448","V1020",07/28/2018,"9232","2308203","3"
"033449","V1150",07/28/2018,"9969","4105409","1"
"033450","V1070",07/28/2018,"3794","3170206","1"
"033451","V1180",07/28/2018,"6719","5200829","4"
"033452","V1260",07/28/2018,"3794","1508035","3"
"033453","V1270",07/28/2018,"9969","2708600","4"
"033454","V1210",07/28/2018,"5323","3201704","2"
"033455","V1080",07/28/2018,"5835","3124401","4"
"033456","V1110",07/28/2018,"2046","4109757","1"
"033457","V1200",07/28/2018,"5835","4123907","4"
"033458","V1110",07/28/2018,"9232","4122503","4"
"033459","V1150",07/28/2018,"4654","2104206","1"
"033460","V1230",07/28/2018,"1682","2610301","3"
"033461","V1220",07/28/2018,"6719","3101508","1"
"033462","V1290",07/28/2018,"9969","1502772","2"
"033463","V1270",07/28/2018,"4040","3127057","2"
"033464","V1070",07/28/2018,"4040","2900207","1"
"033465","V1230",07/28/2018,"3794","4323457","1"
"033466","V1080",07/28/2018,"9969","3304151","3"
"033467","V1170",07/28/2018,"4654","3119807","1"
"033468","V1250",07/28/2018,"4980","3117504","1"
"033469","V1220",07/29/2018,"2341","2110609","4"
"033470","V1130",07/29/2018,"2046","5104104","4"
"033471","V1080",07/29/2018,"8573","2515005","2"
"033472","V1290",07/29/2018,"9232","3557204","4"
"033473","V1240",07/29/2018,"5604","1508308","4"
"033474","V1270",07/29/2018,"3081","4202305","4"
"033475","V1280",07/29/2018,"9225","3137908","1"
"033476","V1170",07/29/2018,"8961","3300159","4"
"033477","V1300",07/29/2018,"1229","2609303","3"
"033478","V1040",07/29/2018,"4964","2614600","1"
"033479","V1290",07/29/2018,"2046","4321469","2"
"033480","V1090",07/29/2018,"2341","2103000","4"
"033481","V1040",07/29/2018,"4654","2202000","1"
"033482","V1070",07/29/2018,"4980","3138104","3"
"033483","V1270",07/29/2018,"6719","3509254","2"
"033484","V1250",07/29/2018,"3794","2210631","3"
"033485","V1120",07/29/2018,"8961","3140001","4"
"033486","V1290",07/29/2018,"5835","4122800","2"
"033487","V1210",07/29/2018,"8803","2802601","4"
"033488","V1300",07/29/2018,"4980","5101902","3"
"033489","V1060",07/29/2018,"5956","2112001","4"
"033490","V1160",07/29/2018,"1229","4320230","4"
"033491","V1100",07/29/2018,"4980","3305109","2"
"033492","V1120",07/29/2018,"9969","2507309","4"
"033493","V1270",07/29/2018,"6809","5005202","4"
"033494","V1070",07/29/2018,"3794","2607000","3"
"033495","V1060",07/29/2018,"8573","1507102","2"
"033496","V1090",07/29/2018,"5323","2616506","2"
"033497","V1070",07/29/2018,"3589","1304203","2"
"033498","V1180",07/29/2018,"1229","5215009","4"
"033499","V1120",07/29/2018,"6809","4322905","3"
"033500","V1270",07/29/2018,"9232","3131208","2"
"033501","V1070",07/29/2018,"9969","4316733","4"
"033502","V1030",07/29/2018,"9232","2206001","3"
"033503","V1060",07/29/2018,"5604","2908804","3"
"033504","V1060",07/29/2018,"9232","1600550","3"
"033505","V1120",07/29/2018,"1424","4128625","3"
"033506","V1040",07/29/2018,"5835","3508900","3"
"033507","V1200",07/29/2018,"5956","3115904","3"
"033508","V1210",07/29/2018,"1424","3162401","1"
"033509","V1280",07/29/2018,"5604","3163201","2"
"033510","V1260",07/29/2018,"5956","4214409","1"
"033511","V1160",07/29/2018,"4964","4211256","1"
"033512","V1180",07/29/2018,"5323","3523503","3"
"033513","V1180",07/29/2018,"1424","3166501","4"
"033514","V1180",07/29/2018,"5604","3160900","4"
"033515","V1190",07/29/2018,"6938","2600500","4"
"033516","V1210",07/29/2018,"4642","2603108","1"
"033517","V1100",07/29/2018,"4964","3132701","1"
"033518","V1140",07/29/2018,"8573","2512507","2"
"033519","V1030",07/29/2018,"4040","4103040","2"
"033520","V1180",07/29/2018,"4040","4209508","1"
"033521","V1150",07/29/2018,"5323","3544806","4"
"033522","V1070",07/29/2018,"3589","2209203","4"
"033523","V1010",07/30/2018,"8465","2112209","3"
"033524","V1130",07/30/2018,"8803","2609154","2"
"033525","V1120",07/30/2018,"3081","3108602","2"
"033526","V1210",07/30/2018,"4642","5220454","3"
"033527","V1030",07/30/2018,"9559","3108602","2"
"033528","V1020",07/30/2018,"2046","4220000","3"
"033529","V1010",07/30/2018,"3081","2706307","3"
"033530","V1120",07/30/2018,"1229","3168705","3"
"033531","V1100",07/30/2018,"8465","2911006","1"
"033532","V1120",07/30/2018,"5323","2202208","1"
"033533","V1300",07/30/2018,"1424","2502102","3"
"033534","V1150",07/30/2018,"9225","4125506","1"
"033535","V1280",07/30/2018,"5323","4122909","1"
"033536","V1010",07/30/2018,"8465","4318440","3"
"033537","V1050",07/30/2018,"8465","3161304","2"
"033538","V1160",07/30/2018,"4980","3104403","4"
"033539","V1270",07/30/2018,"5323","4204194","3"
"033540","V1290",07/30/2018,"3794","2409100","2"
"033541","V1150",07/30/2018,"8803","4318200","3"
"033542","V1140",07/30/2018,"3794","5107602","2"
"033543","V1290",07/30/2018,"8465","2905404","2"
"033544","V1060",07/30/2018,"8803","5219753","2"
"033545","V1210",07/30/2018,"3794","3153004","4"
"033546","V1130",07/30/2018,"4040","3303104","4"
"033547","V1160",07/30/2018,"2046","2704401","1"
"033548","V1050",07/30/2018,"4040","2900603","2"
"033549","V1130",07/30/2018,"6809","4318457","3"
"033550","V1130",07/30/2018,"9232","2411809","1"
"033551","V1070",07/30/2018,"1229","2932200","1"
"033552","V1210",07/30/2018,"1424","3523008","3"
"033553","V1160",07/30/2018,"4040","4109757","1"
"033554","V1120",07/30/2018,"8961","3539707","3"
"033555","V1150",07/30/2018,"6809","4214102","3"
"033556","V1060",07/30/2018,"1229","2205607","3"
"033557","V1140",07/30/2018,"4980","5105234","4"
"033558","V1130",07/30/2018,"2046","2303907","3"
"033559","V1240",07/30/2018,"2046","3117405","4"
"033560","V1060",07/30/2018,"5323","2104404","3"
"033561","V1290",07/30/2018,"3589","4128302","3"
"033562","V1240",07/30/2018,"3081","3200359","4"
"033563","V1100",07/30/2018,"2341","3556404","1"
"033564","V1110",07/30/2018,"5956","5214051","4"
"033565","V1050",07/30/2018,"9559","2313609","4"
"033566","V1040",07/30/2018,"5956","4105706","2"
"033567","V1040",07/30/2018,"4654","2303501","4"
"033568","V1170",07/30/2018,"9559","3509957","4"
"033569","V1090",07/30/2018,"9225","2210706","2"
"033570","V1250",07/30/2018,"8573","4109104","3"
"033571","V1300",07/30/2018,"9969","2702504","2"
"033572","V1110",07/30/2018,"9232","4108957","4"
"033573","V1110",07/30/2018,"4654","4116950","4"
"033574","V1160",07/30/2018,"6719","3540259","2"
"033575","V1160",07/30/2018,"6938","1100346","1"
"033576","V1090",07/30/2018,"8465","3517703","2"
"033577","V1140",07/30/2018,"9969","4205803","2"
"033578","V1200",07/30/2018,"9232","4301602","4"
"033579","V1040",07/31/2018,"8961","4119509","2"
"033580","V1170",07/31/2018,"1229","3168705","3"
"033581","V1230",07/31/2018,"6809","3130804","2"
"033582","V1230",07/31/2018,"6719","5107305","3"
"033583","V1200",07/31/2018,"8961","2915502","4"
"033584","V1170",07/31/2018,"1682","5221304","3"
"033585","V1060",07/31/2018,"9225","2603454","1"
"033586","V1010",07/31/2018,"8573","2410108","3"
"033587","V1150",07/31/2018,"1682","4304804","4"
"033588","V1140",07/31/2018,"3589","2902708","3"
"033589","V1290",07/31/2018,"5956","3165578","3"
"033590","V1190",07/31/2018,"6719","2111409","2"
"033591","V1120",07/31/2018,"6938","4203501","1"
"033592","V1130",07/31/2018,"4964","1703800","4"
"033593","V1020",07/31/2018,"4964","3139409","3"
"033594","V1290",07/31/2018,"5604","5205208","2"
"033595","V1120",07/31/2018,"4654","1400605","1"
"033596","V1170",07/31/2018,"3589","3171402","1"
"033597","V1180",07/31/2018,"4040","2907004","4"
"033598","V1160",07/31/2018,"8961","3201902","4"
"033599","V1270",07/31/2018,"3794","3153004","2"
"033600","V1220",07/31/2018,"4040","3127909","3"
"033601","V1030",07/31/2018,"3794","4319737","4"
"033602","V1180",07/31/2018,"5956","1716653","4"
"033603","V1240",07/31/2018,"5323","4101150","1"
"033604","V1280",07/31/2018,"8803","4125100","3"
"033605","V1120",07/31/2018,"6809","3511409","2"
"033606","V1270",07/31/2018,"5835","4205001","4"
"033607","V1170",07/31/2018,"4040","2922052","1"
"033608","V1140",07/31/2018,"6809","2607406","1"
"033609","V1250",07/31/2018,"4980","2411106","1"
"033610","V1110",07/31/2018,"4964","4120408","2"
"033611","V1280",07/31/2018,"5835","2614105","1"
"033612","V1100",07/31/2018,"8573","3121209","3"
"033613","V1060",07/31/2018,"3589","2906303","2"
"033614","V1230",07/31/2018,"8573","4217600","2"
"033615","V1290",07/31/2018,"4654","2604155","2"
"033616","V1170",07/31/2018,"2341","3549805","4"
"033617","V1240",07/31/2018,"4642","2930402","2"
"033618","V1280",07/31/2018,"6719","2406007","4"
"033619","V1070",07/31/2018,"8465","4107850","3"
"033620","V1250",07/31/2018,"4964","2901502","2"
"033621","V1040",07/31/2018,"5835","2409605","1"
"033622","V1010",07/31/2018,"9225","5203962","2"
"033623","V1290",07/31/2018,"4964","4305405","3"
"033624","V1250",07/31/2018,"2046","4320859","3"
"033625","V1260",07/31/2018,"4980","4103800","2"
"033626","V1270",07/31/2018,"8803","2510659","3"
"033627","V1050",07/31/2018,"9559","5106851","4"
"033628","V1280",07/31/2018,"6162","3304201","2"
"033629","V1100",07/31/2018,"1682","4316303","2"
"033630","V1200",07/31/2018,"9559","3522653","2"
"033631","V1050",07/31/2018,"4642","2904100","3"
"033632","V1240",07/31/2018,"6719","3534807","3"
"033633","V1020",07/31/2018,"5323","3171154","2"
"033634","V1030",07/31/2018,"6809","4215406","4"
"033635","V1230",07/31/2018,"6938","3104908","4"
"033636","V1270",07/31/2018,"2046","2209153","1"
"033637","V1070",07/31/2018,"9559","2703908","3"
"033638","V1290",07/31/2018,"9232","2916203","1"
"033639","V1250",07/31/2018,"4654","4117057","1"
"033640","V1300",07/31/2018,"8465","4302451","1"
"033641","V1210",08/01/2018,"3081","3112059","4"
"033642","V1180",08/01/2018,"2046","4101507","1"
"033643","V1080",08/01/2018,"1229","2603108","3"
"033644","V1190",08/01/2018,"4964","4311254","1"
"033645","V1200",08/01/2018,"3794","4320503","3"
"033646","V1170",08/01/2018,"9232","2403251","2"
"033647","V1220",08/01/2018,"9559","2905800","3"
"033648","V1170",08/01/2018,"3794","2515500","1"
"033649","V1150",08/01/2018,"5835","3141702","2"
"033650","V1300",08/01/2018,"1424","2211308","1"
"033651","V1250",08/01/2018,"2341","4318309","2"
"033652","V1240",08/01/2018,"1682","4323358","3"
"033653","V1070",08/01/2018,"9225","3510302","2"
"033654","V1140",08/01/2018,"9232","5200829","3"
"033655","V1260",08/01/2018,"6719","2103174","4"
"033656","V1130",08/01/2018,"4980","2204402","2"
"033657","V1280",08/01/2018,"3794","3551504","2"
"033658","V1100",08/01/2018,"2341","3536901","2"
"033659","V1300",08/01/2018,"2341","5002159","2"
"033660","V1270",08/01/2018,"9225","5007208","4"
"033661","V1030",08/01/2018,"3794","4111001","4"
"033662","V1270",08/01/2018,"8465","1712504","3"
"033663","V1240",08/01/2018,"5956","3304904","1"
"033664","V1300",08/01/2018,"3589","4206801","4"
"033665","V1220",08/01/2018,"5604","2404804","4"
"033666","V1050",08/01/2018,"3589","4108106","2"
"033667","V1040",08/01/2018,"3081","3523602","4"
"033668","V1040",08/01/2018,"6162","3527900","4"
"033669","V1020",08/01/2018,"5835","4305850","2"
"033670","V1220",08/01/2018,"5956","4203956","2"
"033671","V1130",08/01/2018,"9232","3520442","2"
"033672","V1030",08/01/2018,"4964","2303956","3"
"033673","V1080",08/01/2018,"9225","4103370","4"
"033674","V1200",08/01/2018,"9232","2923704","1"
"033675","V1080",08/01/2018,"4654","3105509","1"
"033676","V1040",08/01/2018,"9559","1505304","3"
"033677","V1230",08/01/2018,"2341","4208005","1"
"033678","V1060",08/01/2018,"5956","2201556","1"
"033679","V1170",08/01/2018,"6938","3146552","3"
"033680","V1300",08/01/2018,"9225","2902203","1"
"033681","V1240",08/01/2018,"3589","3129202","3"
"033682","V1030",08/01/2018,"1682","4305504","3"
"033683","V1090",08/01/2018,"5323","4308250","3"
"033684","V1040",08/01/2018,"1229","4211108","1"
"033685","V1210",08/01/2018,"4040","5107925","1"
"033686","V1280",08/01/2018,"6938","2206803","3"
"033687","V1150",08/01/2018,"8803","2205557","2"
"033688","V1110",08/01/2018,"8465","3113305","3"
"033689","V1100",08/01/2018,"9232","2506707","2"
"033690","V1140",08/01/2018,"6719","4109500","2"
"033691","V1130",08/01/2018,"5835","2615300","3"
"033692","V1180",08/01/2018,"5604","4110607","3"
"033693","V1150",08/01/2018,"4964","4215059","4"
"033694","V1270",08/01/2018,"6809","3137536","4"
"033695","V1230",08/01/2018,"6719","2105658","2"
"033696","V1250",08/01/2018,"5323","4321709","1"
"033697","V1160",08/02/2018,"8573","5203962","4"
"033698","V1010",08/02/2018,"3589","3304102","4"
"033699","V1060",08/02/2018,"5835","3533809","2"
"033700","V1070",08/02/2018,"5323","4113759","2"
"033701","V1280",08/02/2018,"9225","3121209","4"
"033702","V1300",08/02/2018,"5835","3142908","1"
"033703","V1030",08/02/2018,"8961","4100707","3"
"033704","V1160",08/02/2018,"5323","3152709","1"
"033705","V1180",08/02/2018,"6809","3171030","4"
"033706","V1180",08/02/2018,"5835","2932457","3"
"033707","V1030",08/02/2018,"4980","5222054","4"
"033708","V1290",08/02/2018,"8573","3510708","1"
"033709","V1300",08/02/2018,"2341","2610400","4"
"033710","V1070",08/02/2018,"2046","2305407","3"
"033711","V1180",08/02/2018,"4654","3151909","3"
"033712","V1130",08/02/2018,"9559","4120804","1"
"033713","V1010",08/02/2018,"3589","4217501","2"
"033714","V1010",08/02/2018,"2341","3522901","3"
"033715","V1220",08/02/2018,"6162","2512077","1"
"033716","V1210",08/02/2018,"9559","1300607","2"
"033717","V1090",08/02/2018,"6938","3507803","2"
"033718","V1120",08/02/2018,"4642","4108809","4"
"033719","V1080",08/02/2018,"5835","3123403","2"
"033720","V1300",08/02/2018,"1424","2515906","2"
"033721","V1220",08/02/2018,"5323","2931103","1"
"033722","V1240",08/02/2018,"4642","1504455","2"
"033723","V1220",08/02/2018,"4980","1501758","2"
"033724","V1200",08/02/2018,"6809","3143302","3"
"033725","V1050",08/02/2018,"6938","4323457","4"
"033726","V1120",08/02/2018,"9232","4116901","3"
"033727","V1160",08/02/2018,"4642","2603801","3"
"033728","V1050",08/02/2018,"3589","3541901","4"
"033729","V1260",08/02/2018,"6162","3547403","3"
"033730","V1120",08/02/2018,"4654","1400605","2"
"033731","V1120",08/02/2018,"2341","2921054","2"
"033732","V1100",08/02/2018,"1682","1502939","4"
"033733","V1020",08/02/2018,"6809","1301209","3"
"033734","V1070",08/02/2018,"8465","2917102","4"
"033735","V1050",08/02/2018,"1424","5106315","3"
"033736","V1040",08/02/2018,"6938","1600808","3"
"033737","V1220",08/02/2018,"6162","3302106","4"
"033738","V1140",08/02/2018,"4654","4216008","1"
"033739","V1100",08/02/2018,"1424","3158953","4"
"033740","V1260",08/02/2018,"4040","2202604","3"
"033741","V1050",08/02/2018,"5604","2404804","2"
"033742","V1190",08/02/2018,"3081","4107801","2"
"033743","V1160",08/02/2018,"1229","2705507","1"
"033744","V1140",08/02/2018,"2046","2313005","1"
"033745","V1180",08/02/2018,"8961","2927606","3"
"033746","V1250",08/02/2018,"4642","2112605","1"
"033747","V1090",08/02/2018,"4654","3125804","3"
"033748","V1020",08/02/2018,"4964","2919157","2"
"033749","V1090",08/02/2018,"3794","3171071","4"
"033750","V1130",08/02/2018,"3794","2210359","4"
"033751","V1080",08/02/2018,"2341","4106605","3"
"033752","V1160",08/02/2018,"9232","2303808","3"
"033753","V1190",08/02/2018,"9232","3513207","3"
"033754","V1220",08/02/2018,"1424","3130002","3"
"033755","V1030",08/02/2018,"1682","2931103","3"
"033756","V1110",08/02/2018,"9559","2802205","2"
"033757","V1240",08/03/2018,"6162","5004106","3"
"033758","V1230",08/03/2018,"8465","2705200","3"
"033759","V1200",08/03/2018,"8573","2403509","4"
"033760","V1040",08/03/2018,"4980","3136603","2"
"033761","V1070",08/03/2018,"8961","3536604","3"
"033762","V1260",08/03/2018,"8573","4312625","1"
"033763","V1290",08/03/2018,"2341","2202554","4"
"033764","V1150",08/03/2018,"9232","3531209","1"
"033765","V1020",08/03/2018,"2341","5005152","4"
"033766","V1280",08/03/2018,"9969","2203909","1"
"033767","V1130",08/03/2018,"9969","2201929","2"
"033768","V1300",08/03/2018,"8465","3117108","1"
"033769","V1260",08/03/2018,"4980","4105607","4"
"033770","V1080",08/03/2018,"6162","2509701","4"
"033771","V1110",08/03/2018,"3794","1400407","1"
"033772","V1120",08/03/2018,"4980","3141702","4"
"033773","V1170",08/03/2018,"3589","2800506","2"
"033774","V1180",08/03/2018,"6162","1100700","3"
"033775","V1120",08/03/2018,"4642","1700301","2"
"033776","V1220",08/03/2018,"5604","3532306","1"
"033777","V1210",08/03/2018,"2341","3503901","2"
"033778","V1220",08/03/2018,"2341","4314803","4"
"033779","V1200",08/03/2018,"8465","2502904","4"
"033780","V1160",08/03/2018,"3794","4317202","1"
"033781","V1140",08/03/2018,"2341","1503093","4"
"033782","V1280",08/03/2018,"4980","2400802","2"
"033783","V1040",08/03/2018,"9969","2203420","1"
"033784","V1060",08/03/2018,"5835","2200806","2"
"033785","V1140",08/03/2018,"3589","5102603","1"
"033786","V1080",08/03/2018,"2341","1507953","4"
"033787","V1040",08/03/2018,"1229","3131406","2"
"033788","V1190",08/03/2018,"4964","4313300","2"
"033789","V1030",08/03/2018,"8803","2100907","4"
"033790","V1270",08/03/2018,"6938","4208401","2"
"033791","V1070",08/03/2018,"2341","1716208","1"
"033792","V1030",08/03/2018,"1229","2906006","3"
"033793","V1100",08/03/2018,"5835","5002100","1"
"033794","V1070",08/03/2018,"8961","4206504","1"
"033795","V1090",08/03/2018,"3794","3533908","2"
"033796","V1240",08/03/2018,"6809","2111706","4"
"033797","V1280",08/03/2018,"4642","2903409","3"
"033798","V1110",08/03/2018,"6719","2302008","4"
"033799","V1050",08/03/2018,"9559","3125101","1"
"033800","V1130",08/03/2018,"2046","2305233","4"
"033801","V1060",08/03/2018,"6719","3138104","3"
"033802","V1070",08/03/2018,"6809","4213005","1"
"033803","V1100",08/03/2018,"9559","1718865","1"
"033804","V1140",08/03/2018,"8465","4306056","4"
"033805","V1150",08/03/2018,"9559","2301901","1"
"033806","V1090",08/03/2018,"5323","4210902","4"
"033807","V1130",08/03/2018,"4654","5102850","4"
"033808","V1140",08/03/2018,"8961","3109204","2"
"033809","V1090",08/03/2018,"8803","4104709","3"
"033810","V1250",08/03/2018,"8803","3550407","4"
"033811","V1190",08/03/2018,"4980","3170578","2"
"033812","V1100",08/04/2018,"5956","5101407","3"
"033813","V1070",08/04/2018,"6162","2112233","2"
"033814","V1020",08/04/2018,"5835","2101608","3"
"033815","V1070",08/04/2018,"9232","4318606","2"
"033816","V1190",08/04/2018,"9232","3504909","4"
"033817","V1070",08/04/2018,"6162","2101772","2"
"033818","V1220",08/04/2018,"9969","4218251","2"
"033819","V1070",08/04/2018,"1682","2906402","4"
"033820","V1250",08/04/2018,"9969","3118106","4"
"033821","V1010",08/04/2018,"6162","2201960","1"
"033822","V1250",08/04/2018,"8465","5207535","4"
"033823","V1140",08/04/2018,"9225","2200954","1"
"033824","V1230",08/04/2018,"4980","4213302","3"
"033825","V1160",08/04/2018,"4040","4307815","4"
"033826","V1270",08/04/2018,"1424","2401602","1"
"033827","V1160",08/04/2018,"2046","1506203","2"
"033828","V1280",08/04/2018,"6162","2205532","1"
"033829","V1010",08/04/2018,"4980","3163607","3"
"033830","V1120",08/04/2018,"9559","2311009","2"
"033831","V1250",08/04/2018,"6162","2604007","4"
"033832","V1150",08/04/2018,"9969","3301850","2"
"033833","V1140",08/04/2018,"5323","3121407","1"
"033834","V1090",08/04/2018,"2046","1500701","4"
"033835","V1270",08/04/2018,"3081","3157377","4"
"033836","V1130",08/04/2018,"6162","3146008","1"
"033837","V1050",08/04/2018,"6719","3525300","1"
"033838","V1080",08/04/2018,"1682","2211308","3"
"033839","V1270",08/04/2018,"3794","3103801","1"
"033840","V1210",08/04/2018,"9232","5007935","2"
"033841","V1110",08/04/2018,"5835","2111904","2"
"033842","V1250",08/04/2018,"3589","2904050","1"
"033843","V1190",08/04/2018,"6809","2913804","4"
"033844","V1030",08/04/2018,"6809","3301801","2"
"033845","V1190",08/04/2018,"8465","3124609","1"
"033846","V1050",08/04/2018,"9232","4117271","2"
"033847","V1190",08/04/2018,"2341","1718451","3"
"033848","V1160",08/04/2018,"5835","4302105","3"
"033849","V1290",08/04/2018,"5323","3158409","3"
"033850","V1140",08/04/2018,"8465","2105203","4"
"033851","V1250",08/04/2018,"4642","2515401","3"
"033852","V1190",08/04/2018,"4964","2205565","2"
"033853","V1280",08/04/2018,"6719","5104500","4"
"033854","V1220",08/04/2018,"1682","5106190","2"
"033855","V1250",08/04/2018,"9225","2303808","1"
"033856","V1140",08/04/2018,"8465","1720853","2"
"033857","V1130",08/04/2018,"5835","4108205","4"
"033858","V1280",08/04/2018,"9969","4304671","2"
"033859","V1020",08/04/2018,"6719","3170404","2"
"033860","V1150",08/04/2018,"6719","4322533","4"
"033861","V1170",08/04/2018,"8803","1505536","4"
"033862","V1060",08/04/2018,"9225","1303502","3"
"033863","V1090",08/04/2018,"4642","3134707","1"
"033864","V1080",08/04/2018,"9969","3514924","2"
"033865","V1290",08/04/2018,"6162","1303957","3"
"033866","V1040",08/04/2018,"5604","2930303","3"
"033867","V1290",08/04/2018,"6162","5106703","2"
"033868","V1280",08/04/2018,"3794","4103354","4"
"033869","V1260",08/04/2018,"6809","1100924","4"
"033870","V1030",08/04/2018,"9559","2612109","1"
"033871","V1050",08/04/2018,"6938","2911659","3"
"033872","V1180",08/05/2018,"6719","3121506","1"
"033873","V1220",08/05/2018,"2341","2209500","4"
"033874","V1050",08/05/2018,"1424","3301405","1"
"033875","V1240",08/05/2018,"8573","4308078","2"
"033876","V1270",08/05/2018,"8465","2111532","3"
"033877","V1220",08/05/2018,"2046","1508407","3"
"033878","V1260",08/05/2018,"9232","2910701","4"
"033879","V1120",08/05/2018,"9232","2515971","4"
"033880","V1270",08/05/2018,"6162","3159100","1"
"033881","V1190",08/05/2018,"6809","1300300","3"
"033882","V1270",08/05/2018,"4642","4323754","3"
"033883","V1300",08/05/2018,"9969","5107602","2"
"033884","V1070",08/05/2018,"3794","3135357","3"
"033885","V1250",08/05/2018,"4980","2806404","1"
"033886","V1280",08/05/2018,"4654","4314803","4"
"033887","V1300",08/05/2018,"9969","4106209","4"
"033888","V1180",08/05/2018,"9559","3502705","4"
"033889","V1040",08/05/2018,"5956","2602407","2"
"033890","V1160",08/05/2018,"1424","2307205","3"
"033891","V1220",08/05/2018,"4642","2901304","2"
"033892","V1050",08/05/2018,"8803","5212253","4"
"033893","V1190",08/05/2018,"9969","4319737","3"
"033894","V1070",08/05/2018,"4964","2932606","3"
"033895","V1230",08/05/2018,"6719","4312807","2"
"033896","V1050",08/05/2018,"5956","4319125","2"
"033897","V1280",08/05/2018,"9559","3537008","3"
"033898","V1230",08/05/2018,"1229","4126272","3"
"033899","V1090",08/05/2018,"6809","3528502","3"
"033900","V1250",08/05/2018,"3589","3514304","1"
"033901","V1190",08/05/2018,"8573","1506401","2"
"033902","V1220",08/05/2018,"4964","2206654","3"
"033903","V1130",08/05/2018,"1682","2409407","2"
"033904","V1280",08/05/2018,"5956","3140407","2"
"033905","V1070",08/05/2018,"4642","1600253","4"
"033906","V1240",08/05/2018,"4964","4301909","2"
"033907","V1050",08/05/2018,"1424","2705101","3"
"033908","V1080",08/05/2018,"6719","1700350","2"
"033909","V1060",08/05/2018,"5604","1100155","1"
"033910","V1300",08/05/2018,"9232","3130903","2"
"033911","V1290",08/05/2018,"8803","3542503","4"
"033912","V1280",08/05/2018,"5604","3101102","2"
"033913","V1290",08/05/2018,"4040","3136520","3"
"033914","V1180",08/05/2018,"6162","5106000","1"
"033915","V1020",08/05/2018,"6719","2411007","1"
"033916","V1140",08/05/2018,"8573","3122355","2"
"033917","V1300",08/05/2018,"5956","3144508","3"
"033918","V1140",08/05/2018,"4642","2608305","4"
"033919","V1140",08/05/2018,"4964","2513901","2"
"033920","V1070",08/05/2018,"4980","3544103","4"
"033921","V1200",08/05/2018,"4964","2508000","2"
"033922","V1290",08/05/2018,"6719","3152501","3"
"033923","V1100",08/05/2018,"6938","4205803","1"
"033924","V1120",08/05/2018,"4654","4305355","1"
